,,,Ksenia's TRUE count,Roy's True count,Ksenia's != Roy's
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Re7#,Re7#,Re7#,TRUE,TRUE,TRUE
Rf1#,Qf2#,Qf2#,FALSE,FALSE,TRUE
Qc8#,,garbage,FALSE,FALSE,TRUE
Qc2#,Qc2#,Qc2#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Re3#,Qe2#,Qe2#,FALSE,FALSE,TRUE
Bxc7#,Rc8#,Rc8#,FALSE,FALSE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qxd7#,Qxd7#,Qxd7#,TRUE,TRUE,TRUE
Rf2#,Rf2#,Rf2#,TRUE,TRUE,TRUE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
Qc1#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qc3#,,garbage,FALSE,FALSE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qe2#,Qe2#,Qe2#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qh1#,,garbage,FALSE,FALSE,TRUE
Qxh4#,,garbage,FALSE,FALSE,TRUE
R6h3#,Rh3#,Rh3#,FALSE,FALSE,TRUE
Qg1#,Qg1#,Qg1#,TRUE,TRUE,TRUE
Qxf7#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rxc8#,Rxc8#,Rxc8#,TRUE,TRUE,TRUE
Qg2#,,garbage,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Raxa2#,Rxa2#,Rxa2#,FALSE,FALSE,TRUE
Qc3#,Qh3#,Qh3#,FALSE,FALSE,TRUE
Qxd2#,Qxd2#,Qxd2#,TRUE,TRUE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Ra5#,Ra5#,Ra5#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Ra8#,Ra8#,Ra8#,TRUE,TRUE,TRUE
Be6#,Qh7#,Qh7#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rbf2#,Rbf2#,Rbf2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
c4#,,garbage,FALSE,FALSE,TRUE
Rhxh6#,Rg5#,Rg5#,FALSE,FALSE,TRUE
Be2#,Rf5#,Rf5#,FALSE,FALSE,TRUE
Qg6#,Qg6#,Qg6#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qee1#,Qee1#,Qee1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qh7#,Rg6#,Rg6#,FALSE,FALSE,TRUE
Qd7#,Qd7#,Qd7#,TRUE,TRUE,TRUE
Qxg2#,Qxg2#,Qxg2#,TRUE,TRUE,TRUE
Qf1#,Qg2#,Qg2#,FALSE,FALSE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Qxb4#,Qxb4#,Qxb4#,TRUE,TRUE,TRUE
Qxb8#,Qxb8#,Qxb8#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qcc1#,Qcc1#,Qcc1#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Rf7#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Qd7#,Qd7#,Qd7#,TRUE,TRUE,TRUE
Qe2#,Qe2#,Qe2#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qg1#,,garbage,FALSE,FALSE,TRUE
Rh5#,Qh6#,Qh6#,FALSE,FALSE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Rh5#,Rh5#,Rh5#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
f7#,,garbage,FALSE,FALSE,TRUE
Qd7#,,garbage,FALSE,FALSE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qf3#,Qf3#,Qf3#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qa4#,Qb4#,Qb4#,FALSE,FALSE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Qd5#,Qd5#,Qd5#,TRUE,TRUE,TRUE
Qd7#,Qd7#,Qd7#,TRUE,TRUE,TRUE
Qxg1#,,garbage,FALSE,FALSE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Qg6#,Qg6#,Qg6#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
gxf8=Q#,Qxf8#,Qxf8#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Qc2#,,garbage,FALSE,FALSE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Ra8#,Ra8#,Ra8#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Nxf6#,Nxf6#,Nxf6#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Rf8#,Qh7#,Qh7#,FALSE,FALSE,TRUE
a4#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rxh3#,Rxh3#,Rxh3#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxc7#,Ne7#,Ne7#,FALSE,FALSE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Bc6#,,garbage,FALSE,FALSE,TRUE
Qxg8#,Qxg8#,Qxg8#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
e5#,e5#,e5#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Rc2#,Rc2#,Rc2#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qxc8#,,garbage,FALSE,FALSE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Nd7#,,garbage,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Rxf2#,Rf5#,Rf5#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Bh6#,Bh6#,Bh6#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Nf3#,Nf3#,Nf3#,TRUE,TRUE,TRUE
Qa2#,Qxa3#,Qxa3#,FALSE,FALSE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
gxh7#,Qxh7#,Qxh7#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Nd5#,Nd5#,Nd5#,TRUE,TRUE,TRUE
Qa5#,Qa5#,Qa5#,TRUE,TRUE,TRUE
Qxd1#,Qxd1#,Qxd1#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qh5#,,garbage,FALSE,FALSE,TRUE
e8=Q#,e8=Q#,garbage,TRUE,FALSE,FALSE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Ra7#,Ra7#,Ra7#,TRUE,TRUE,TRUE
Qxh6#,Qxh6#,Qxh6#,TRUE,TRUE,TRUE
Re2#,Qc3#,Qc3#,FALSE,FALSE,TRUE
g3#,d4#,d4#,FALSE,FALSE,TRUE
Rc2#,Rc2#,Rc2#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qc3#,Qc3#,Qc3#,TRUE,TRUE,TRUE
Qg6#,Qg6#,Qg6#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxb7#,Qxb7#,Qxb7#,TRUE,TRUE,TRUE
Rb1#,Qd2#,Qd2#,FALSE,FALSE,TRUE
Qxa7#,Qxa7#,Qxa7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Rg1#,Rg1#,Rg1#,TRUE,TRUE,TRUE
Qxg1#,,garbage,FALSE,FALSE,TRUE
Rxb8#,Rxb8#,Rxb8#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Rf5#,Rf5#,Rf5#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qa2#,Rb5#,Rb5#,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qd8#,,garbage,FALSE,FALSE,TRUE
Qxg8#,Qh7#,Qh7#,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qxc8#,Qxc8#,Qxc8#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qc7#,Qxf8#,Qxf8#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxc1#,Qxc1#,Qxc1#,TRUE,TRUE,TRUE
Rc7#,Rc7#,Rc7#,TRUE,TRUE,TRUE
Qe1#,Qe1#,Qe1#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Bg2#,g2#,g2#,FALSE,FALSE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Rh3#,Rh3#,Rh3#,TRUE,TRUE,TRUE
Nf6#,Nf6#,Nf6#,TRUE,TRUE,TRUE
Qxh6#,Qxh6#,Qxh6#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Qh6#,Qh6#,Qh6#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Re7#,Re7#,Re7#,TRUE,TRUE,TRUE
Qe8#,,garbage,FALSE,FALSE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Qh4#,Rh7#,Rh7#,FALSE,FALSE,TRUE
Rb6#,Rb6#,Rb6#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qf3#,Qf3#,Qf3#,TRUE,TRUE,TRUE
Qdh8#,Qh8#,Qh8#,FALSE,FALSE,TRUE
Qaa8#,Qa8#,Qa8#,FALSE,FALSE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qb3#,Rfb1#,Rfb1#,FALSE,FALSE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh5#,Rg3#,Rg3#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
axb6#,Qa4#,Qa4#,FALSE,FALSE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qxh4#,,garbage,FALSE,FALSE,TRUE
Qxd7#,,garbage,FALSE,FALSE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qc8#,Qc8#,Qc8#,TRUE,TRUE,TRUE
Rxh2#,Rxh2#,Rxh2#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qxc2#,Nxa2#,Nxa2#,FALSE,FALSE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Qxb5#,Qxb5#,Qxb5#,TRUE,TRUE,TRUE
Bxf6#,Bxf6#,Bxf6#,TRUE,TRUE,TRUE
e8=Q#,e8=Q#,garbage,TRUE,FALSE,FALSE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qhh1#,Qhh1#,Qhh1#,TRUE,TRUE,TRUE
Nxf7#,Nxf7#,Nxf7#,TRUE,TRUE,TRUE
Rh6#,Rh6#,Rh6#,TRUE,TRUE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Rg1#,Rg1#,Rg1#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Qg5#,Qg5#,Qg5#,TRUE,TRUE,TRUE
Qa1#,Qa1#,Qa1#,TRUE,TRUE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
R1h7#,R1h7#,h7#,TRUE,FALSE,FALSE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxd1#,Qxd1#,Qxd1#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rxd1#,Rxd1#,Rxd1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qe1#,Qe1#,Qe1#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Qh6#,Qh6#,Qh6#,TRUE,TRUE,TRUE
Rh1#,,garbage,FALSE,FALSE,TRUE
Bh6#,Bh6#,Bh6#,TRUE,TRUE,TRUE
Rxa4#,Qc1#,Qc1#,FALSE,FALSE,TRUE
Qf1#,Qg4#,Qg4#,FALSE,FALSE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qxc8#,Qxc8#,Qxc8#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Bg6#,Bg6#,Bg6#,TRUE,TRUE,TRUE
Qxb3#,Qxb3#,Qxb3#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
f8=Q#,f8=Q#,garbage,TRUE,FALSE,FALSE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxg6#,Qxg6#,Qxg6#,TRUE,TRUE,TRUE
Ra4#,Ra4#,Ra4#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Ra8#,Rf8#,Rf8#,FALSE,FALSE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
f1=Q#,Qh3#,Qh3#,FALSE,FALSE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
g3#,Rh7#,Rh7#,FALSE,FALSE,TRUE
Qd2#,Qd1#,Qd1#,FALSE,FALSE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Rxf8#,Rxf8#,Rxf8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Ndf6#,Qh4#,Qh4#,FALSE,FALSE,TRUE
Rxh2#,Rxh2#,Rxh2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qf2#,Nh2#,Nh2#,FALSE,FALSE,TRUE
Bg6#,,garbage,FALSE,FALSE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rxe8#,,garbage,FALSE,FALSE,TRUE
Qgg8#,Qgg8#,Qgg8#,TRUE,TRUE,TRUE
Qxh6#,Qxh6#,Qxh6#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rxf8#,Rxf8#,Rxf8#,TRUE,TRUE,TRUE
Qxh7#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
R1h7#,R1h7#,h7#,TRUE,FALSE,FALSE
Nxf2#,Nxf2#,Nxf2#,TRUE,TRUE,TRUE
Qxg2#,Qxg2#,Qxg2#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Rxe8#,,garbage,FALSE,FALSE,TRUE
Qxb7#,Bxb7#,Bxb7#,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qb4#,Qb3#,Qb3#,FALSE,FALSE,TRUE
Rh7#,Rh7#,Rh7#,TRUE,TRUE,TRUE
Nc6#,,garbage,FALSE,FALSE,TRUE
Rf5#,Rf5#,Rf5#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qc5#,,garbage,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Rxh3#,Rxh3#,Rxh3#,TRUE,TRUE,TRUE
Qca5#,Qca5#,Qca5#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Ng4#,Nxc4#,Nxc4#,FALSE,FALSE,TRUE
Qd2#,Rf1#,Rf1#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rc4#,Rd1#,Rd1#,FALSE,FALSE,TRUE
Rxc1#,Rxc1#,Rxc1#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Ne6#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Ne4#,Ne4#,Ne4#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxh6#,Qxh6#,Qxh6#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
a5#,a5#,a5#,TRUE,TRUE,TRUE
Ra8#,Ra8#,Ra8#,TRUE,TRUE,TRUE
Rd8#,,garbage,FALSE,FALSE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qf3#,Qf3#,Qf3#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qg2#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Nxa8#,Rd7#,Rd7#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Re1#,,garbage,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qf3#,,garbage,FALSE,FALSE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Rf2#,Rf2#,Rf2#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qh1#,Rh2#,Rh2#,FALSE,FALSE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
Bg7#,Qxh7#,Qxh7#,FALSE,FALSE,TRUE
Qf7#,Bf7#,Bf7#,FALSE,FALSE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qxb7#,Qxb7#,Qxb7#,TRUE,TRUE,TRUE
Rf2#,Rf2#,Rf2#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
